"sample_id","mag_id","site","time","rel_abund","domain","phylum","class","order","family","genus","species","phylum2"
"L040","L040_bin.21","Oxic","Fall",5.10500064175545,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","","","Myxococcota"
"L040","L040_bin.7","Oxic","Fall",29.1459039170142,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L040","L040_bin.9","Oxic","Fall",24.6025604331071,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L040","L078_bin.10","Oxic","Fall",0.124474033792979,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","VadinHA17","LD21","LD21 sp012729475","Bacteroidota"
"L040","L078_bin.28","Oxic","Fall",0.029962223140677,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","","Firmicutes"
"L040","L078_bin.37","Oxic","Fall",3.30576851839852,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L040","L078_bin.9","Oxic","Fall",0.0469159365903837,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum","Geofilum sp002427105","Bacteroidota"
"L040","L080_bin.38","Oxic","Fall",0.106532348944629,"Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium sp012838985","Actinobacteriota"
"L040","L081_bin.10","Oxic","Fall",0.0571636994337034,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L040","L081_bin.18","Oxic","Fall",0.0483793694748546,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","Firmicutes"
"L040","L081_bin.38","Oxic","Fall",0.939804819850355,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L040","L082_bin.12","Oxic","Fall",0.318702590539838,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L040","L082_bin.18","Oxic","Fall",0.0266330872361573,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L040","L082_bin.19","Oxic","Fall",0.0532175115986178,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","Proteobacteria"
"L040","L082_bin.25","Oxic","Fall",3.91072426914979,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","","Proteobacteria"
"L040","L082_bin.26","Oxic","Fall",4.15903826321122,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ottowia","Ottowia sp001897615","Proteobacteria"
"L040","L082_bin.27","Oxic","Fall",0.4336718573123,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L040","L082_bin.3","Oxic","Fall",0.0263515864385186,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002427525","Bacteroidota"
"L040","L082_bin.9","Oxic","Fall",0.0400507691601959,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L078","L001_bin.13","Influent","Winter",8.39834056615082,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L078","L001_bin.2","Influent","Winter",3.04511831230141,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Saccharofermentanaceae","DUPM01","DUPM01 sp012838315","Firmicutes"
"L078","L001_bin.20","Influent","Winter",0.085307100860913,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L078","L001_bin.7","Influent","Winter",2.71940614447399,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L078","L003_bin.19","Influent","Winter",1.10614874116317,"Bacteria","Firmicutes_A","Clostridia","Christensenellales","CAG-74","UBA1038","","Firmicutes"
"L078","L003_bin.25","Influent","Winter",0.743427733604217,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L078","L003_bin.29","Influent","Winter",0.209874631367721,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L078","L003_bin.3","Influent","Winter",5.75627796539345,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L078","L003_bin.31","Influent","Winter",2.62030326939844,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L078","L003_bin.9","Influent","Winter",0.521547822049072,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002408205","Bacteroidota"
"L078","L036_bin.1","Influent","Winter",15.8427454293407,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L078","L036_bin.17","Influent","Winter",0.511404383756947,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides","Firmicutes"
"L078","L036_bin.19","Influent","Winter",3.74844841391455,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","","","Synergistota"
"L078","L036_bin.20","Influent","Winter",6.16320449203805,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Trichococcus","Trichococcus flocculiformis","Firmicutes"
"L078","L036_bin.25","Influent","Winter",4.46238463611583,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Macellibacteroides fermentans","Bacteroidota"
"L078","L038_bin.16","Influent","Winter",1.12278255681976,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","JG1575","","Firmicutes"
"L078","L038_bin.25","Influent","Winter",0.52953929098237,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L078","L039_bin.4","Influent","Winter",0.535294931776164,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","UBA8139","","","Actinobacteriota"
"L078","L040_bin.7","Influent","Winter",0.431589826754417,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L078","L078_bin.10","Influent","Winter",3.47914720595439,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","VadinHA17","LD21","LD21 sp012729475","Bacteroidota"
"L078","L078_bin.17","Influent","Winter",8.82327559578455,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","DTU049","GWF2-43-63","","Bacteroidota"
"L078","L078_bin.28","Influent","Winter",3.4295862407763,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","","Firmicutes"
"L078","L078_bin.34","Influent","Winter",0.100966923635584,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp001512865","Bacteroidota"
"L078","L078_bin.37","Influent","Winter",13.2267784214546,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L078","L078_bin.9","Influent","Winter",2.73481461340897,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum","Geofilum sp002427105","Bacteroidota"
"L078","L081_bin.10","Influent","Winter",0.337240469866821,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L078","L081_bin.36","Influent","Winter",0.346875911863016,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L078","L081_bin.38","Influent","Winter",2.76034268882401,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L078","L082_bin.12","Influent","Winter",0.985677096085992,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L078","L082_bin.18","Influent","Winter",2.90624763100621,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L078","L082_bin.27","Influent","Winter",2.06386706268594,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L078","L082_bin.9","Influent","Winter",0.252033890391609,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L080","L001_bin.13","AD","Winter",3.73768133999682,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L080","L001_bin.2","AD","Winter",2.06731449764249,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Saccharofermentanaceae","DUPM01","DUPM01 sp012838315","Firmicutes"
"L080","L001_bin.20","AD","Winter",3.17687851986368,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L080","L001_bin.7","AD","Winter",0.265646897361816,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L080","L003_bin.22","AD","Winter",1.43149478050659,"Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","Pyramidobacter piscolens_A","Synergistota"
"L080","L003_bin.25","AD","Winter",2.64249695518967,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L080","L003_bin.29","AD","Winter",0.791167863687751,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L080","L003_bin.3","AD","Winter",0.887196640755574,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L080","L003_bin.31","AD","Winter",0.0677237151317518,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L080","L003_bin.7","AD","Winter",3.39907185328638,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas sp002398875","Bacteroidota"
"L080","L036_bin.1","AD","Winter",8.13080886478814,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L080","L036_bin.11","AD","Winter",4.69577722201725,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","JAAYFO01","JAAYFO01 sp012728215","Spirochaetota"
"L080","L036_bin.17","AD","Winter",0.862897541601652,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides","Firmicutes"
"L080","L036_bin.19","AD","Winter",1.22710754292703,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","","","Synergistota"
"L080","L036_bin.20","AD","Winter",2.4783751702615,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Trichococcus","Trichococcus flocculiformis","Firmicutes"
"L080","L036_bin.25","AD","Winter",0.369447329194809,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Macellibacteroides fermentans","Bacteroidota"
"L080","L036_bin.3","AD","Winter",1.16718982012046,"Bacteria","Firmicutes","Bacilli","RFN20","CAG-826","Onthovivens","","Firmicutes"
"L080","L036_bin.5","AD","Winter",2.67739914821655,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L080","L038_bin.11","AD","Winter",3.5280874338024,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","DTU018","","Firmicutes"
"L080","L038_bin.2","AD","Winter",0.419523946299837,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","JAAYQA01","","Firmicutes"
"L080","L038_bin.23","AD","Winter",0.887414100646145,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","UBA4844","","Firmicutes"
"L080","L038_bin.25","AD","Winter",2.21296286893684,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L080","L038_bin.7","AD","Winter",1.18665344810526,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","DTU023","UBA4923","UBA4923 sp002427535","Firmicutes"
"L080","L040_bin.7","AD","Winter",0.363587420126526,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L080","L078_bin.10","AD","Winter",0.395658652323101,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","VadinHA17","LD21","LD21 sp012729475","Bacteroidota"
"L080","L078_bin.17","AD","Winter",0.244034946390007,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","DTU049","GWF2-43-63","","Bacteroidota"
"L080","L078_bin.34","AD","Winter",1.1932224824385,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp001512865","Bacteroidota"
"L080","L078_bin.37","AD","Winter",6.45469706802739,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L080","L078_bin.9","AD","Winter",1.44611573698982,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum","Geofilum sp002427105","Bacteroidota"
"L080","L080_bin.38","AD","Winter",8.78878642399794,"Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium sp012838985","Actinobacteriota"
"L080","L081_bin.10","AD","Winter",0.438965299908855,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L080","L081_bin.12","AD","Winter",1.27681496887647,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","","Firmicutes"
"L080","L081_bin.18","AD","Winter",2.01704449736859,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","Firmicutes"
"L080","L081_bin.30","AD","Winter",2.00951970277622,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L080","L081_bin.36","AD","Winter",4.46598120657687,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L080","L081_bin.38","AD","Winter",5.4934165052639,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L080","L081_bin.4","AD","Winter",8.2196061753267,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L080","L082_bin.18","AD","Winter",2.95176798075784,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L080","L082_bin.27","AD","Winter",0.558064412287226,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L080","L082_bin.3","AD","Winter",5.09901809926776,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002427525","Bacteroidota"
"L080","L082_bin.9","AD","Winter",0.273380920955894,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L081","L001_bin.13","Anoxic","Winter",3.76625105083532,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L081","L001_bin.2","Anoxic","Winter",2.99438384015747,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Saccharofermentanaceae","DUPM01","DUPM01 sp012838315","Firmicutes"
"L081","L001_bin.20","Anoxic","Winter",0.546927458130948,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L081","L001_bin.7","Anoxic","Winter",0.505129790002956,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L081","L003_bin.22","Anoxic","Winter",5.05911495742203,"Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","Pyramidobacter piscolens_A","Synergistota"
"L081","L003_bin.25","Anoxic","Winter",2.39439095194731,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L081","L003_bin.29","Anoxic","Winter",0.450418532910232,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L081","L003_bin.3","Anoxic","Winter",2.5982263645893,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L081","L003_bin.31","Anoxic","Winter",0.128777208928317,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L081","L005_bin.7","Anoxic","Winter",0.138272902111921,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","TH1-2","Terricaulis","","Proteobacteria"
"L081","L036_bin.1","Anoxic","Winter",4.50561157678695,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L081","L036_bin.11","Anoxic","Winter",5.23234133636024,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","JAAYFO01","JAAYFO01 sp012728215","Spirochaetota"
"L081","L036_bin.19","Anoxic","Winter",2.33335522313866,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","","","Synergistota"
"L081","L036_bin.2","Anoxic","Winter",0.277667693896148,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Hespellia","Hespellia stercorisuis","Firmicutes"
"L081","L036_bin.20","Anoxic","Winter",3.20836343181566,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Trichococcus","Trichococcus flocculiformis","Firmicutes"
"L081","L036_bin.3","Anoxic","Winter",1.01097924125168,"Bacteria","Firmicutes","Bacilli","RFN20","CAG-826","Onthovivens","","Firmicutes"
"L081","L036_bin.5","Anoxic","Winter",1.52908635091318,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L081","L038_bin.11","Anoxic","Winter",1.18515539971624,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","DTU018","","Firmicutes"
"L081","L038_bin.16","Anoxic","Winter",1.02924942173535,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","JG1575","","Firmicutes"
"L081","L038_bin.2","Anoxic","Winter",2.20589211730388,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","JAAYQA01","","Firmicutes"
"L081","L038_bin.23","Anoxic","Winter",0.350102744477753,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","UBA4844","","Firmicutes"
"L081","L038_bin.25","Anoxic","Winter",1.59174619873025,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L081","L040_bin.7","Anoxic","Winter",1.58502935924725,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L081","L040_bin.9","Anoxic","Winter",1.39683850092654,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L081","L078_bin.10","Anoxic","Winter",1.71119496058273,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","VadinHA17","LD21","LD21 sp012729475","Bacteroidota"
"L081","L078_bin.37","Anoxic","Winter",4.63493109975282,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L081","L078_bin.9","Anoxic","Winter",1.13132374455207,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum","Geofilum sp002427105","Bacteroidota"
"L081","L081_bin.10","Anoxic","Winter",0.741952157673719,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L081","L081_bin.12","Anoxic","Winter",3.30105273993269,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","","Firmicutes"
"L081","L081_bin.18","Anoxic","Winter",2.07409353167881,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","Firmicutes"
"L081","L081_bin.30","Anoxic","Winter",0.595026832858674,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L081","L081_bin.36","Anoxic","Winter",6.95098090594257,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L081","L081_bin.38","Anoxic","Winter",9.60994135194612,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L081","L081_bin.4","Anoxic","Winter",10.5629271822084,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L081","L082_bin.18","Anoxic","Winter",1.53636557902134,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L081","L082_bin.26","Anoxic","Winter",0.960376214347856,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ottowia","Ottowia sp001897615","Proteobacteria"
"L081","L082_bin.27","Anoxic","Winter",2.29505664402296,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L081","L082_bin.3","Anoxic","Winter",7.3516293017988,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002427525","Bacteroidota"
"L081","L082_bin.9","Anoxic","Winter",0.519836100344815,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L082","L001_bin.13","Oxic","Winter",1.94721358137001,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L082","L001_bin.20","Oxic","Winter",1.46613728479624,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L082","L003_bin.3","Oxic","Winter",2.46656815577241,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L082","L003_bin.7","Oxic","Winter",2.19920592719436,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas sp002398875","Bacteroidota"
"L082","L004_bin.14","Oxic","Winter",0.718971168505848,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","Thiobacillus","Thiobacillus sp001899775","Proteobacteria"
"L082","L036_bin.1","Oxic","Winter",3.07817629763924,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L082","L036_bin.11","Oxic","Winter",0.434726753050048,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","JAAYFO01","JAAYFO01 sp012728215","Spirochaetota"
"L082","L038_bin.25","Oxic","Winter",0.397728731513874,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L082","L039_bin.10","Oxic","Winter",2.41071904881639,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA5518","UBA5518","","Proteobacteria"
"L082","L039_bin.13","Oxic","Winter",0.30395529075044,"Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Terrimesophilobacter","","Actinobacteriota"
"L082","L039_bin.7","Oxic","Winter",0.498486676830722,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira_A","Nitrospira_A sp001567445","Nitrospirota"
"L082","L040_bin.7","Oxic","Winter",6.03562835473915,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L082","L078_bin.37","Oxic","Winter",0.806727021680059,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L082","L081_bin.12","Oxic","Winter",1.78907236352289,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","","Firmicutes"
"L082","L081_bin.18","Oxic","Winter",4.07852735588772,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","Firmicutes"
"L082","L081_bin.36","Oxic","Winter",0.0647385294585353,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L082","L081_bin.38","Oxic","Winter",0.286486595879725,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L082","L081_bin.4","Oxic","Winter",1.68444673764227,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L082","L082_bin.12","Oxic","Winter",2.488877709677,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L082","L082_bin.19","Oxic","Winter",0.414254856092012,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","Proteobacteria"
